"age","sex","category","population"
1,"Naiset","v2010",7
1,"Naiset","v2024",9
2,"Naiset","v1990",17
2,"Naiset","v2010",10
2,"Naiset","v2024",3
3,"Naiset","v1990",14
3,"Naiset","v2010",8
3,"Naiset","v2024",3
4,"Naiset","v1990",18
4,"Naiset","v2010",8
4,"Naiset","v2024",3
5,"Naiset","v1990",15
5,"Naiset","v2010",10
5,"Naiset","v2024",7
6,"Naiset","v1990",25
6,"Naiset","v2010",7
6,"Naiset","v2024",9
7,"Naiset","v1990",16
7,"Naiset","v2010",15
7,"Naiset","v2024",6
8,"Naiset","v1990",21
8,"Naiset","v2010",16
8,"Naiset","v2024",3
9,"Naiset","v1990",25
9,"Naiset","v2010",17
9,"Naiset","v2024",7
10,"Naiset","v1990",22
10,"Naiset","v2010",11
10,"Naiset","v2024",7
11,"Naiset","v1990",14
11,"Naiset","v2010",12
11,"Naiset","v2024",12
12,"Naiset","v1990",20
12,"Naiset","v2010",15
12,"Naiset","v2024",11
13,"Naiset","v1990",16
13,"Naiset","v2010",14
13,"Naiset","v2024",6
14,"Naiset","v1990",12
14,"Naiset","v2010",13
14,"Naiset","v2024",13
15,"Naiset","v1990",14
15,"Naiset","v2010",10
15,"Naiset","v2024",8
16,"Naiset","v1990",15
16,"Naiset","v2010",9
16,"Naiset","v2024",9
17,"Naiset","v1990",6
17,"Naiset","v2010",8
17,"Naiset","v2024",3
18,"Naiset","v1990",16
18,"Naiset","v2010",14
18,"Naiset","v2024",6
19,"Naiset","v1990",13
19,"Naiset","v2010",11
19,"Naiset","v2024",7
20,"Naiset","v1990",12
20,"Naiset","v2010",6
20,"Naiset","v2024",1
21,"Naiset","v1990",15
21,"Naiset","v2010",10
21,"Naiset","v2024",7
22,"Naiset","v1990",13
22,"Naiset","v2010",6
22,"Naiset","v2024",0
23,"Naiset","v1990",9
23,"Naiset","v2010",5
23,"Naiset","v2024",5
24,"Naiset","v1990",18
24,"Naiset","v2010",3
24,"Naiset","v2024",1
25,"Naiset","v1990",14
25,"Naiset","v2010",11
25,"Naiset","v2024",0
26,"Naiset","v1990",18
26,"Naiset","v2010",11
26,"Naiset","v2024",4
27,"Naiset","v1990",16
27,"Naiset","v2010",11
27,"Naiset","v2024",3
28,"Naiset","v1990",17
28,"Naiset","v2010",9
28,"Naiset","v2024",5
29,"Naiset","v1990",13
29,"Naiset","v2010",3
29,"Naiset","v2024",8
30,"Naiset","v1990",11
30,"Naiset","v2010",15
30,"Naiset","v2024",5
31,"Naiset","v1990",16
31,"Naiset","v2010",12
31,"Naiset","v2024",4
32,"Naiset","v1990",19
32,"Naiset","v2010",9
32,"Naiset","v2024",5
33,"Naiset","v1990",12
33,"Naiset","v2010",8
33,"Naiset","v2024",7
34,"Naiset","v1990",20
